review_scores_rating,accommodates,guests_included,availability_365,number_of_reviews_ltm,minimum_nights_avg_ntm,maximum_nights_avg_ntm,bathrooms,bedrooms,beds,host_listings_count,price,extra_people,security_deposit,cleaning_fee,host_response_rate,maximum_nights,minimum_nights,city,host_response_time,property_type,room_type,bed_type,cancellation_policy,is_location_exact,requires_license,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,neighbourhood_cleansed,first_review,last_review,host_since
100.0,5,1,347,1,30,1125,1.0,3.0,3.0,1735.0,236,0,500.0,320.0,100,1125,30,San Francisco,within an hour,House,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.757540000000006,-122.39971000000001,Potrero Hill,868.0,117.0,1439.0
90.0,6,1,0,2,30,1125,1.0,3.0,3.0,1735.0,217,0,500.0,320.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.754459999999995,-122.40846,Mission,344.0,303.0,1439.0
100.0,6,1,304,1,30,1125,2.0,3.0,3.0,1735.0,275,0,500.0,370.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.795120000000004,-122.41942,Nob Hill,840.0,16.0,1439.0
95.0,2,2,57,86,1,7,1.0,1.0,1.0,2.0,100,52,0.0,71.0,100,7,1,San Francisco,within an hour,Townhouse,Private room,Real Bed,moderate,True,True,True,False,False,True,True,True,37.73408,-122.4136,Bernal Heights,1004.0,2.0,1442.0
97.0,3,2,71,42,2,14,1.0,1.0,1.0,2.0,150,30,300.0,85.0,100,14,2,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,moderate,False,True,False,False,False,True,True,True,37.74285,-122.47275,Parkside,962.0,4.0,2499.0
95.0,11,6,165,5,1,1125,2.0,2.0,5.0,2.0,1000,20,5000.0,200.0,100,1125,1,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.77596,-122.44295,Haight Ashbury,980.0,218.0,2311.0
88.0,2,1,139,90,1,1125,1.0,0.0,1.0,13.0,79,0,,10.0,100,1125,1,San Francisco,within an hour,Boutique hotel,Hotel room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.78843,-122.40701999999999,Downtown/Civic Center,1017.0,10.0,1131.0
92.0,6,4,42,0,30,31,1.0,1.0,3.0,0.0,301,100,1500.0,150.0,,31,30,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.75743,-122.44816999999999,Twin Peaks,1021.0,737.0,3377.0
96.0,2,1,150,27,3,29,1.0,1.0,1.0,1.0,157,30,300.0,0.0,90,29,3,San Francisco,within a day,Apartment,Private room,Real Bed,strict_14_with_grace_period,False,True,False,True,True,True,True,True,37.78995,-122.39431,Financial District,865.0,13.0,2823.0
99.0,1,1,64,18,1,1125,1.0,1.0,1.0,1.0,200,50,,100.0,100,1125,1,San Francisco,within a day,Guest suite,Entire home/apt,Real Bed,flexible,True,True,False,False,False,False,True,False,37.74977,-122.50023,Outer Sunset,980.0,11.0,1283.0
90.0,3,2,298,0,30,1125,1.0,1.0,1.0,1.0,100,50,1000.0,150.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,True,False,False,False,True,True,37.79054,-122.40738,Chinatown,957.0,927.0,1062.0
95.0,2,1,275,2,31,90,1.0,1.0,1.0,1.0,99,10,0.0,50.0,100,90,31,San Francisco,within a day,Apartment,Private room,Real Bed,flexible,True,True,False,False,False,False,True,False,37.79364,-122.41746,Nob Hill,1008.0,193.0,1163.0
80.0,3,1,88,2,30,1125,1.0,1.0,1.0,75.0,130,0,0.0,200.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.791470000000004,-122.40911000000001,Nob Hill,868.0,67.0,1064.0
100.0,2,2,59,2,30,90,1.0,1.0,1.0,3.0,155,0,1250.0,250.0,100,90,30,San Francisco,within an hour,Guesthouse,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.75848,-122.43035,Castro/Upper Market,836.0,44.0,1537.0
99.0,2,1,162,63,2,1125,1.0,1.0,1.0,1.0,72,0,,,100,1125,2,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.749829999999996,-122.4386,Noe Valley,1007.0,7.0,1820.0
80.0,1,1,54,0,30,1125,1.0,1.0,1.0,2.0,40,0,,,100,1125,30,San Francisco,within a day,House,Private room,Real Bed,flexible,True,True,False,False,False,True,True,True,37.72442,-122.47393000000001,Lakeshore,933.0,933.0,2217.0
98.0,3,1,0,3,3,30,1.0,1.0,1.0,2.0,150,0,0.0,100.0,100,30,3,San Francisco,within an hour,Apartment,Private room,Real Bed,moderate,True,True,True,False,False,False,True,True,37.74685,-122.41533000000001,Bernal Heights,847.0,56.0,1783.0
94.0,2,1,0,3,2,1125,1.0,1.0,1.0,37.0,225,0,,,90,1125,2,San Francisco,within a few hours,Boutique hotel,Private room,Real Bed,flexible,True,True,True,False,False,False,True,True,37.7917,-122.40675,Chinatown,1006.0,276.0,1357.0
95.0,1,1,246,3,30,1125,1.5,1.0,0.0,4.0,67,0,,125.0,100,1125,30,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,False,True,False,False,False,True,True,True,37.80487,-122.41377,North Beach,1015.0,43.0,1892.0
93.0,3,1,195,0,30,1125,2.0,2.0,3.0,2.0,241,0,500.0,150.0,,1125,30,San Francisco,,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.76338,-122.39943999999998,Potrero Hill,596.0,414.0,1020.0
99.0,5,3,0,7,3,1124,1.0,2.0,2.0,1.0,250,75,500.0,125.0,100,1124,3,San Francisco,within an hour,Bungalow,Entire home/apt,Real Bed,moderate,False,True,False,False,False,False,True,False,37.76083,-122.46564,Inner Sunset,985.0,8.0,2602.0
100.0,4,10,84,17,3,7,1.0,1.0,2.0,15.0,495,0,1000.0,175.0,100,7,3,San Francisco,within an hour,House,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,False,37.76386,-122.43992,Castro/Upper Market,941.0,6.0,2378.0
93.0,2,1,89,0,30,120,1.0,1.0,4.0,4.0,69,18,300.0,50.0,100,120,30,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.74293,-122.4909,Parkside,493.0,406.0,1585.0
100.0,6,1,297,4,2,1125,2.0,3.0,3.0,111.0,750,0,0.0,99.0,100,1125,2,San Francisco,within an hour,Hotel,Hotel room,Real Bed,flexible,True,True,True,False,False,False,True,True,37.78946,-122.4118,Downtown/Civic Center,186.0,23.0,1724.0
99.0,2,1,42,58,2,29,1.0,1.0,1.0,1.0,245,0,0.0,75.0,100,29,2,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.76504,-122.44851000000001,Haight Ashbury,1003.0,7.0,2095.0
97.0,1,1,91,67,2,28,1.0,1.0,1.0,5.0,56,0,100.0,25.0,100,28,2,San Francisco,within an hour,Townhouse,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.77178,-122.42613999999999,Western Addition,1004.0,5.0,2689.0
88.0,5,4,191,2,30,360,1.0,2.0,3.0,4.0,115,20,500.0,125.0,100,360,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.77659,-122.45631000000002,Inner Richmond,862.0,12.0,1016.0
90.0,2,2,36,33,1,59,1.0,1.0,1.0,3.0,69,20,100.0,34.0,93,59,1,San Francisco,within a few hours,House,Private room,Real Bed,moderate,True,True,False,False,False,False,True,False,37.72602,-122.41936000000001,Excelsior,1013.0,15.0,2226.0
100.0,2,1,0,2,30,90,1.0,0.0,1.0,1.0,125,0,250.0,,,90,30,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,True,37.77124,-122.42833,Western Addition,892.0,84.0,1458.0
95.0,4,2,363,0,30,180,1.5,2.0,0.0,2.0,250,250,2000.0,250.0,,180,30,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,False,True,False,False,False,False,True,False,37.7915,-122.43778,Pacific Heights,873.0,649.0,2555.0
100.0,1,1,179,0,30,90,1.5,1.0,1.0,2.0,114,100,2000.0,150.0,,90,30,San Francisco,,Apartment,Private room,Real Bed,strict_14_with_grace_period,False,True,False,False,False,False,True,False,37.78458,-122.43627,Western Addition,1010.0,408.0,2555.0
98.0,2,1,54,43,2,14,1.0,1.0,1.0,2.0,120,0,500.0,35.0,100,14,2,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.78733,-122.49212,Seacliff,963.0,3.0,1853.0
100.0,1,1,192,2,30,1125,1.0,1.0,1.0,3.0,10,30,300.0,100.0,100,1125,30,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,False,True,False,False,False,False,True,False,37.79996,-122.42461000000002,Marina,346.0,175.0,1377.0
99.0,2,1,16,47,2,14,1.0,1.0,1.0,1.0,116,0,0.0,15.0,90,14,3,San Francisco,within a few hours,Guest suite,Entire home/apt,Real Bed,moderate,False,True,False,False,False,True,True,True,37.73656,-122.41361,Bernal Heights,987.0,1.0,2807.0
90.0,3,1,11,3,30,1125,1.0,1.0,1.0,1.0,189,0,500.0,70.0,80,1125,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.79983,-122.40393999999999,North Beach,876.0,44.0,1032.0
100.0,8,7,319,0,2,29,2.0,3.0,4.0,6.0,699,40,500.0,250.0,100,29,2,San Francisco,within an hour,House,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.74245,-122.41045,Bernal Heights,776.0,703.0,2579.0
91.0,3,4,180,1,30,1125,2.0,3.0,3.0,1.0,200,25,500.0,100.0,,1125,30,San Francisco,,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77959,-122.49508,Outer Richmond,1002.0,56.0,1012.0
97.0,4,2,161,51,1,10,1.0,1.0,2.0,1.0,165,25,500.0,35.0,100,10,1,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,flexible,True,True,True,False,False,True,True,True,37.73033,-122.45142,Outer Mission,955.0,7.0,1430.0
98.0,2,1,365,4,30,1125,1.0,1.0,1.0,4.0,87,0,0.0,150.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,flexible,True,True,True,False,False,True,True,False,37.770720000000004,-122.44519,Haight Ashbury,686.0,40.0,1009.0
100.0,4,4,4,4,7,28,1.0,2.0,2.0,1.0,175,50,500.0,150.0,100,28,7,San Francisco,within a few hours,Condominium,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.77176,-122.43781000000001,Haight Ashbury,967.0,87.0,1648.0
100.0,1,1,365,0,31,360,1.0,1.0,1.0,6.0,89,46,150.0,145.0,,360,31,San Francisco,,Condominium,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.78918,-122.38856000000001,South of Market,995.0,995.0,2192.0
96.0,2,1,150,28,30,1125,1.0,1.0,1.0,4.0,70,0,100.0,60.0,100,1125,30,San Francisco,within an hour,House,Private room,Real Bed,flexible,True,True,True,False,False,True,True,False,37.76361,-122.48011000000001,Outer Sunset,967.0,217.0,2175.0
100.0,10,6,3,2,30,30,2.5,3.0,3.0,1.0,255,0,1000.0,0.0,,30,30,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.758390000000006,-122.38982,Potrero Hill,712.0,252.0,1037.0
96.0,4,2,4,27,2,1125,1.0,1.0,4.0,2.0,195,25,2000.0,115.0,100,1125,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.79614,-122.42221,Russian Hill,965.0,22.0,2268.0
100.0,3,2,13,3,30,365,1.0,1.0,1.0,1.0,150,10,500.0,100.0,100,365,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,False,37.79834,-122.4039,North Beach,608.0,63.0,1006.0
98.0,2,2,222,55,3,10,1.0,1.0,2.0,2.0,123,0,0.0,40.0,100,10,3,San Francisco,within an hour,Condominium,Private room,Real Bed,moderate,True,True,True,False,False,True,True,True,37.764590000000005,-122.39406000000001,Potrero Hill,994.0,30.0,2510.0
96.0,4,1,3,63,1,29,1.0,1.0,1.0,1.0,119,0,,85.0,100,29,1,San Francisco,within an hour,Guesthouse,Entire home/apt,Real Bed,moderate,True,True,True,False,False,False,True,True,37.77008,-122.43255,Western Addition,996.0,8.0,1005.0
96.0,6,6,31,3,5,365,2.0,3.0,3.0,2.0,595,0,2000.0,165.0,100,365,5,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.77561,-122.43117,Western Addition,968.0,13.0,1005.0
99.0,2,1,135,32,1,1125,1.0,1.0,1.0,2.0,175,0,,79.0,100,1125,1,San Francisco,within a few hours,Apartment,Private room,Real Bed,strict_14_with_grace_period,False,True,False,False,False,True,True,False,37.75994,-122.39899,Potrero Hill,934.0,13.0,1992.0
99.0,2,1,143,20,4,29,1.0,1.0,1.0,2.0,185,0,250.0,50.0,100,29,4,San Francisco,within an hour,Condominium,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.762,-122.42052,Mission,814.0,16.0,1951.0
97.0,2,2,19,82,1,15,1.0,1.0,2.0,1.0,120,30,500.0,55.0,100,15,1,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.71607,-122.46632,Ocean View,610.0,3.0,1449.0
92.0,4,1,65,1,30,365,1.0,1.0,1.0,4.0,59,18,300.0,50.0,100,365,30,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.744890000000005,-122.49131000000001,Parkside,475.0,29.0,1585.0
95.0,2,1,303,3,30,180,1.0,1.0,1.0,4.0,61,18,300.0,50.0,100,180,30,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.74501,-122.4902,Parkside,784.0,44.0,1585.0
88.0,4,2,155,47,1,1125,1.0,1.0,2.0,13.0,139,12,,10.0,100,1125,1,San Francisco,within an hour,Boutique hotel,Hotel room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.79034,-122.40647,Financial District,994.0,9.0,1131.0
98.0,2,1,67,73,1,1125,1.5,1.0,1.0,7.0,58,8,0.0,39.0,100,1125,1,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,False,False,False,True,True,False,37.76093,-122.40333000000001,Potrero Hill,996.0,7.0,2578.0
100.0,2,1,86,0,2,1124,1.0,1.0,1.0,1.0,160,0,500.0,70.0,,1124,2,San Francisco,,House,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.77347,-122.50067,Outer Richmond,891.0,511.0,2130.0
99.0,2,3,275,83,2,16,1.0,1.0,1.0,1.0,130,0,150.0,65.0,100,16,3,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.74577,-122.42393,Bernal Heights,982.0,2.0,2584.0
90.0,4,1,364,1,30,183,1.0,1.0,2.0,1.0,120,0,1000.0,100.0,50,183,30,San Francisco,within a day,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,False,True,False,False,False,False,True,False,37.7927,-122.41531,Nob Hill,980.0,296.0,1486.0
100.0,2,1,162,6,30,1125,1.0,0.0,1.0,2.0,90,0,0.0,75.0,100,1125,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,flexible,True,True,False,False,False,True,True,False,37.805409999999995,-122.44436,Marina,871.0,57.0,996.0
99.0,4,2,11,2,30,60,2.0,2.0,2.0,1.0,189,50,1000.0,175.0,100,60,30,San Francisco,within a day,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.75935,-122.47583999999999,Inner Sunset,972.0,278.0,996.0
93.0,4,1,348,0,30,1125,1.5,2.0,2.0,1735.0,234,0,500.0,305.0,100,1125,30,San Francisco,within an hour,House,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.76265,-122.42496000000001,Mission,978.0,394.0,1439.0
96.0,2,1,162,6,1,1125,1.0,1.0,2.0,2.0,85,20,,,,1125,1,Daly City,,House,Private room,Real Bed,flexible,True,False,True,False,False,False,True,False,37.70841,-122.4508,Crocker Amazon,986.0,285.0,1219.0
100.0,6,6,56,3,3,20,2.0,2.0,3.0,1.0,350,100,500.0,150.0,,20,3,San Francisco,,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.75841,-122.48725,Outer Sunset,790.0,69.0,995.0
94.0,3,2,93,68,1,90,2.0,1.0,2.0,5.0,130,15,0.0,19.0,100,90,1,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,True,False,False,False,True,False,37.72622,-122.3893,Bayview,981.0,3.0,1182.0
96.0,4,1,71,1,30,1125,1.0,2.0,2.0,1.0,199,25,1000.0,350.0,100,1125,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,False,True,True,False,False,False,True,False,37.7526,-122.40865,Mission,992.0,87.0,995.0
90.0,2,1,87,0,30,1125,1.0,1.0,1.0,1.0,124,0,0.0,95.0,,1125,30,San Francisco,,House,Private room,Real Bed,strict_14_with_grace_period,False,True,False,False,False,False,True,True,37.741890000000005,-122.42124,Bernal Heights,973.0,944.0,994.0
99.0,2,1,231,102,1,14,1.0,1.0,1.0,2.0,80,0,,15.0,92,14,1,San Francisco,within an hour,House,Private room,Real Bed,moderate,False,True,True,False,False,True,True,True,37.745290000000004,-122.44681000000001,Diamond Heights,974.0,15.0,1624.0
97.0,3,2,9,57,2,365,1.0,1.0,1.0,2.0,250,50,0.0,80.0,100,365,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.76357,-122.44192,Castro/Upper Market,985.0,35.0,2102.0
98.0,2,1,240,49,2,14,1.0,1.0,1.0,2.0,125,0,300.0,90.0,100,14,2,San Francisco,within an hour,Guest suite,Private room,Real Bed,moderate,True,True,False,False,True,True,True,True,37.75379,-122.48265,Outer Sunset,952.0,7.0,2420.0
98.0,2,1,163,17,2,10,1.0,1.0,1.0,1.0,150,0,0.0,30.0,100,10,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,flexible,True,True,True,False,False,True,True,False,37.74299,-122.48053999999999,Parkside,968.0,62.0,1655.0
99.0,2,1,154,17,2,28,1.0,1.0,1.0,1.0,299,0,350.0,90.0,100,28,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,False,37.753679999999996,-122.42051000000001,Mission,963.0,45.0,2513.0
96.0,2,1,347,7,5,90,1.0,1.0,1.0,5.0,97,40,300.0,65.0,100,90,5,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.74957,-122.40762,Mission,925.0,157.0,2783.0
100.0,1,1,286,2,31,1125,1.0,1.0,1.0,6.0,97,88,150.0,50.0,,1125,31,San Francisco,,Condominium,Private room,Real Bed,moderate,True,True,True,False,False,True,True,True,37.787209999999995,-122.38933,South of Market,895.0,136.0,2192.0
100.0,4,1,361,0,31,1125,1.0,0.0,2.0,54.0,105,0,1000.0,150.0,98,1125,31,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.79718,-122.39753,Financial District,792.0,581.0,2555.0
92.0,5,3,89,75,1,1125,1.5,2.0,4.0,16.0,107,20,100.0,65.0,100,27,1,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,True,False,False,False,True,False,37.77797,-122.47236000000001,Inner Richmond,986.0,7.0,2280.0
99.0,6,4,13,37,2,29,1.0,2.0,4.0,2.0,295,50,800.0,100.0,90,29,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,True,37.76186,-122.43071,Castro/Upper Market,893.0,20.0,1696.0
87.0,2,1,0,7,1,21,1.0,0.0,1.0,16.0,70,0,,25.0,79,21,1,San Francisco,within an hour,Aparthotel,Private room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.78674,-122.40926999999999,Downtown/Civic Center,984.0,22.0,1087.0
98.0,4,4,31,18,2,1125,1.0,2.0,2.0,1.0,329,50,,75.0,100,1125,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,False,37.7594,-122.4599,Inner Sunset,955.0,19.0,2228.0
96.0,1,1,151,6,32,1125,1.0,1.0,1.0,11.0,132,0,200.0,,90,1125,32,San Francisco,within a few hours,Aparthotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.78819,-122.41236,Downtown/Civic Center,953.0,19.0,3451.0
94.0,4,1,304,49,1,1125,1.0,1.0,2.0,8.0,110,25,0.0,25.0,100,1125,1,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,True,False,False,True,True,False,37.77095,-122.4355,Western Addition,980.0,16.0,2488.0
80.0,2,2,365,5,7,1125,4.0,1.0,1.0,10.0,119,20,150.0,50.0,100,1125,7,San Francisco,within an hour,Boutique hotel,Hotel room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,False,False,37.7774,-122.41599,South of Market,980.0,22.0,1060.0
91.0,1,1,129,11,32,1125,1.0,1.0,1.0,11.0,115,0,200.0,,90,1125,32,San Francisco,within a few hours,Aparthotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.787209999999995,-122.41316,Downtown/Civic Center,953.0,13.0,3451.0
99.0,2,1,228,71,1,12,1.0,1.0,1.0,1.0,88,0,,45.0,100,12,1,San Francisco,within an hour,House,Private room,Real Bed,moderate,False,True,False,False,False,True,True,True,37.73523,-122.48098999999999,Lakeshore,959.0,0.0,1040.0
96.0,2,1,317,2,30,360,1.0,1.0,1.0,1.0,61,8,150.0,70.0,,360,30,San Francisco,,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.79065,-122.41021,Nob Hill,933.0,240.0,983.0
97.0,2,1,365,2,30,365,1.0,1.0,1.0,6.0,148,0,1200.0,150.0,100,365,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.79064,-122.41718,Nob Hill,924.0,64.0,1864.0
84.0,2,1,0,5,1,21,1.0,0.0,1.0,16.0,70,0,,25.0,79,21,1,San Francisco,within an hour,Aparthotel,Private room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.78564,-122.40841999999999,Downtown/Civic Center,965.0,37.0,1087.0
88.0,2,1,0,6,1,21,1.0,1.0,1.0,16.0,70,0,,25.0,79,21,1,San Francisco,within an hour,Aparthotel,Private room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.78522,-122.40758999999998,Downtown/Civic Center,972.0,41.0,1087.0
97.0,1,1,6,35,4,1120,1.0,0.0,1.0,1.0,125,0,250.0,65.0,100,1120,5,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.765570000000004,-122.42623999999999,Mission,955.0,2.0,980.0
85.0,2,1,0,6,1,21,1.0,1.0,1.0,16.0,75,0,,25.0,79,21,1,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.78518,-122.4089,Downtown/Civic Center,906.0,37.0,1087.0
100.0,2,1,322,5,4,30,1.0,1.0,1.0,3.0,186,0,,35.0,100,30,4,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.788270000000004,-122.44128,Pacific Heights,895.0,19.0,2013.0
81.0,2,1,0,1,1,21,1.0,1.0,1.0,16.0,75,0,,25.0,79,21,1,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.78706,-122.40772,Downtown/Civic Center,922.0,38.0,1087.0
85.0,2,2,365,4,7,1125,4.0,1.0,1.0,10.0,119,20,150.0,35.0,100,1125,7,San Francisco,within an hour,Boutique hotel,Hotel room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,False,False,37.77657,-122.41423,South of Market,966.0,18.0,1060.0
95.0,4,4,66,22,3,1125,1.0,2.0,3.0,2.0,238,50,250.0,149.0,100,1125,3,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,True,True,True,False,37.7481,-122.40576000000001,Bernal Heights,968.0,8.0,2921.0
99.0,4,1,3,24,2,5,1.0,2.0,3.0,1.0,225,0,300.0,,100,5,2,San Francisco,within an hour,House,Entire home/apt,Real Bed,flexible,True,True,True,False,False,True,True,True,37.74665,-122.41537,Bernal Heights,908.0,6.0,976.0
100.0,1,1,298,1,30,1125,1.0,1.0,1.0,16.0,60,0,,80.0,100,1125,30,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.79019,-122.41918999999999,Nob Hill,892.0,121.0,1793.0
96.0,2,1,303,3,30,180,1.0,0.0,1.0,1.0,160,25,300.0,75.0,100,180,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.787040000000005,-122.41728,Downtown/Civic Center,972.0,49.0,1037.0
91.0,3,1,242,7,2,1125,0.0,1.0,1.0,7.0,110,0,,,100,1125,2,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,True,True,False,False,False,False,True,True,37.78654,-122.4144,Downtown/Civic Center,875.0,7.0,1412.0
100.0,2,1,4,1,2,7,1.0,0.0,1.0,2.0,75,0,0.0,75.0,,7,2,San Francisco,,Serviced apartment,Hotel room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.77796,-122.42251,Downtown/Civic Center,276.0,276.0,973.0
100.0,3,1,365,1,30,1125,2.0,1.0,2.0,3.0,65,25,700.0,120.0,100,1125,30,San Francisco,within an hour,House,Private room,Real Bed,moderate,False,True,True,False,False,False,True,True,37.71096,-122.44885,Outer Mission,426.0,49.0,1530.0
99.0,2,1,52,48,2,1125,1.0,1.0,1.0,2.0,113,20,300.0,80.0,100,1125,2,San Francisco,within an hour,Apartment,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.77603,-122.41407,South of Market,936.0,0.0,2599.0
96.0,3,3,60,15,30,180,1.0,1.0,1.0,1.0,250,0,500.0,135.0,100,180,30,San Francisco,within an hour,Loft,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,False,37.7813,-122.40512,South of Market,955.0,105.0,972.0
87.0,2,1,174,70,30,1125,2.5,1.0,1.0,9.0,35,20,0.0,10.0,100,1125,30,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.75114,-122.40785,Mission,955.0,60.0,2717.0
84.0,2,1,219,74,30,1125,2.5,1.0,1.0,9.0,39,20,,10.0,100,1125,30,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.75073,-122.40815,Mission,935.0,69.0,2717.0
